2020-01-23 16:26:07,910 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /127.0.0.1:56480 which had sessionid 0x1000429094c0001
2020-01-23 16:26:09,894 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000429094c0000, likely client has closed socket
2020-01-23 16:26:09,895 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /0:0:0:0:0:0:0:1:56473 which had sessionid 0x1000429094c0000
2020-01-23 16:26:10,904 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000429094c0003, timeout of 4000ms exceeded
2020-01-23 16:26:10,904 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000429094c0003
2020-01-23 16:26:12,902 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000429094c0000, timeout of 4000ms exceeded
2020-01-23 16:26:12,902 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000429094c0001, timeout of 4000ms exceeded
2020-01-23 16:26:12,902 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000429094c0000
2020-01-23 16:26:12,903 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000429094c0001
2020-01-23 16:26:36,467 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@222] - Accepted socket connection from /0:0:0:0:0:0:0:1:57246
2020-01-23 16:26:36,473 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@949] - Client attempting to establish new session at /0:0:0:0:0:0:0:1:57246
2020-01-23 16:26:36,475 [myid:] - INFO  [SyncThread:0:ZooKeeperServer@694] - Established session 0x1000429094c0005 with negotiated timeout 30000 for client /0:0:0:0:0:0:0:1:57246
2020-01-23 16:32:12,342 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000429094c0004, likely client has closed socket
2020-01-23 16:32:12,343 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /0:0:0:0:0:0:0:1:57215 which had sessionid 0x1000429094c0004
2020-01-23 16:32:16,903 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000429094c0004, timeout of 4000ms exceeded
2020-01-23 16:32:16,903 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000429094c0004
2020-01-25 04:09:25,041 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000429094c0005, likely client has closed socket
2020-01-25 04:09:25,088 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /0:0:0:0:0:0:0:1:57246 which had sessionid 0x1000429094c0005
2020-01-25 04:09:26,470 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxnFactory@222] - Accepted socket connection from /0:0:0:0:0:0:0:1:50555
2020-01-25 04:09:26,475 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@942] - Client attempting to renew session 0x1000429094c0005 at /0:0:0:0:0:0:0:1:50555
2020-01-25 04:09:26,477 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:ZooKeeperServer@694] - Established session 0x1000429094c0005 with negotiated timeout 30000 for client /0:0:0:0:0:0:0:1:50555
2020-01-27 17:10:23,190 [myid:] - WARN  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@376] - Unable to read additional data from client sessionid 0x1000429094c0005, likely client has closed socket
2020-01-27 17:10:23,199 [myid:] - INFO  [NIOServerCxn.Factory:0.0.0.0/0.0.0.0:2181:NIOServerCnxn@1056] - Closed socket connection for client /0:0:0:0:0:0:0:1:50555 which had sessionid 0x1000429094c0005
2020-01-27 17:10:52,261 [myid:] - INFO  [SessionTracker:ZooKeeperServer@355] - Expiring session 0x1000429094c0005, timeout of 30000ms exceeded
2020-01-27 17:10:52,266 [myid:] - INFO  [ProcessThread(sid:0 cport:2181)::PrepRequestProcessor@487] - Processed session termination for sessionid: 0x1000429094c0005
